,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN
0,10,28,0,7.12,3.38,90
1,20,30,0,10.55,2.83,90
2,30,28,0,4.05,1.95,90
3,40,27,0,3.48,2.47,90
4,50,7,0,4.49,1.83,90
5,60,16,0,5.77,1.81,89
6,70,14,0,7.43,2.13,89
7,80,23,0,3.11,2.03,89
8,90,11,0,3.89,2.28,89
9,100,14,0,2.84,1.9,89
10,110,21,0,4.3,2.52,90
11,120,32,0,2.91,1.59,90
12,130,18,0,3.57,2.12,90
13,140,6,0,3.46,1.89,90
14,150,18,0,4.74,1.82,90
15,160,5,0,4.61,1.76,91
16,170,13,0,6.76,1.72,91
17,180,3,0,5.75,1.8,91
18,190,2,0,5.1,1.81,91
19,200,12,0,5.45,1.81,91
20,210,6,0,5.85,1.86,92
21,220,4,0,3.41,1.65,92
22,230,11,0,6.73,2.1,92
23,240,23,0,4.91,1.57,92
24,250,24,1,7.26,2.05,92
25,260,7,0,3.82,2.03,92
26,270,20,0,8.78,1.75,92
27,280,6,0,4.2,1.87,92
28,290,26,0,4.06,1.85,92
29,300,15,0,4.67,1.65,92
30,310,13,0,6.63,1.64,91
31,320,8,0,5.06,1.6,91
32,330,14,0,6.36,1.74,91
33,340,10,0,6.14,1.59,91
34,350,9,0,4.68,1.72,91
35,360,26,0,6.99,1.96,91
36,370,25,0,6.56,1.68,91
37,380,10,0,4.76,1.49,91
38,390,20,0,5.52,1.75,91
39,400,7,0,5.44,1.87,91
40,410,12,0,6.09,1.95,90
41,420,4,0,4.58,1.6,90
42,430,9,0,4.52,1.62,90
43,440,15,0,8.41,1.58,90
44,450,12,0,5.53,1.78,90
45,460,1,0,4.93,1.87,89
46,470,18,0,4.85,2.06,89
47,480,7,0,4.95,1.87,89
48,490,10,0,4.61,2.05,89
49,500,1,0,3.17,1.92,89
50,510,7,0,4.54,2.03,88
51,520,18,0,8.18,2.46,88
52,530,10,0,5.62,1.91,88
53,540,3,0,8.31,1.8,88
54,550,2,0,4.04,2.5,88
55,560,11,0,10.18,3.06,90
56,570,24,0,8.69,2.16,90
57,580,8,0,6.04,1.86,90
58,590,9,0,7.79,2.17,90
59,600,17,0,6.4,1.8,90
60,610,16,0,8.1,1.75,92
61,620,4,0,7.11,2.12,92
62,630,18,0,8.6,1.79,92
63,640,7,0,8.33,1.83,92
64,650,11,0,6.6,2.2,92
65,660,18,0,5.37,2.46,90
66,670,20,0,3.83,2.09,90
67,680,21,0,4.23,2.16,90
