,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN
0,10,5,0,6.91,5.08,70
1,20,0,0,6.75,2.32,70
2,30,0,0,4.2,2.7,70
3,40,1,0,4.91,2.8,70
4,50,2,0,6.25,3.72,70
5,60,2,0,7.34,4.23,69
6,70,0,0,5.41,2.48,69
7,80,1,0,8.53,4.51,69
8,90,1,0,7.31,4.53,69
9,100,1,0,5.49,5.47,69
10,110,0,0,10.2,4.69,66
11,120,1,0,4.09,3.25,66
12,130,0,0,5.74,2.59,66
13,140,6,0,5.34,6.32,66
14,150,0,0,5.77,4.72,66
15,160,0,0,5.02,5.09,68
16,170,2,0,5.45,4.3,68
17,180,0,0,4.43,2.14,68
18,190,0,0,6.53,3.22,68
19,200,1,0,6.97,7.23,68
20,210,2,0,7.42,4.13,68
21,220,0,0,7.76,3.63,68
22,230,1,0,6.18,5.29,68
23,240,1,0,6.82,5.68,68
24,250,2,0,6.13,5.97,68
25,260,3,0,7.36,4.76,68
26,270,4,0,8.43,4.46,68
27,280,0,0,8.25,5.27,68
28,290,3,0,8.48,6.47,68
29,300,2,0,8.82,2.93,68
30,310,3,0,6.26,3.29,70
31,320,4,0,5.4,2.69,70
32,330,0,0,6.2,3.47,70
33,340,2,0,6.81,6.27,70
34,350,2,0,6.74,4.59,70
35,360,10,0,7.37,7.59,68
36,370,2,0,8.64,3.49,68
37,380,2,0,6.97,3.03,68
38,390,2,0,6.88,4.67,68
39,400,0,0,6.56,2.92,68
40,410,2,0,6.52,3.24,69
41,420,0,0,5.06,7.83,69
42,430,1,0,6.92,5.98,69
43,440,1,0,4.98,8.07,69
44,450,2,0,5.54,4.92,69
45,460,6,0,9.11,5.81,70
46,470,5,0,4.85,6.4,70
47,480,1,0,4.5,6.46,70
48,490,3,0,5.42,4.66,70
49,500,1,0,5.15,6.29,70
50,510,4,0,6.11,7.66,68
51,520,2,0,4.15,3.2,68
52,530,1,0,9.14,5.95,68
53,540,0,0,8.28,6.31,68
54,550,3,0,5.11,3.76,68
55,560,1,0,4.72,6.1,68
56,570,4,0,5.99,7.89,68
57,580,3,0,6.54,8.32,68
58,590,1,0,4.61,7.59,68
59,600,1,0,5.05,7.88,68
60,610,1,0,6.04,8.38,67
61,620,1,0,4.19,4.02,67
62,630,4,0,6.14,9.2,67
63,640,1,0,5.27,3.24,67
64,650,3,0,3.66,4.66,67
65,660,5,0,4.28,4.75,67
66,670,9,0,6.15,4.87,67
67,680,4,0,4.53,6.49,67
68,690,1,0,5.88,7.2,67
69,700,0,0,7.4,7.34,67
70,710,2,0,6.5,5.1,68
71,720,2,0,6.04,4.44,68
72,730,1,0,4.9,6.83,68
73,740,4,0,5.43,9.7,68
74,750,5,0,3.89,3.86,68
75,760,0,0,5.32,4.24,68
76,770,6,0,6.96,7.02,68
77,780,5,0,4.92,6.99,68
78,790,1,0,5.94,9.65,68
79,800,1,0,6.71,9.12,68
80,810,4,0,5.4,7.02,67
81,820,6,0,6.37,10.41,67
82,830,2,0,4.43,5.31,67
83,840,9,0,4.91,6.57,67
84,850,0,0,4.83,6.22,67
85,860,0,0,5.87,3.25,66
86,870,4,0,5.0,5.78,66
87,880,0,0,4.69,7.09,66
88,890,4,0,4.97,8.46,66
89,10,1,0,4.56,2.85,66
90,20,3,0,5.54,6.81,69
91,30,5,0,4.01,3.84,69
92,40,2,0,6.03,6.54,69
93,50,5,0,4.28,4.48,69
94,60,3,0,4.22,7.42,69
95,70,3,0,4.87,6.75,69
96,80,3,0,4.66,7.03,69
97,90,0,0,5.32,3.63,69
98,100,0,0,4.92,5.68,69
99,110,0,0,4.5,2.53,69
100,120,1,0,5.09,8.24,70
101,130,7,0,5.31,6.46,70
102,140,0,0,5.23,7.67,70
103,150,6,0,5.63,5.96,70
104,160,0,0,5.58,6.18,70
105,170,2,0,6.21,6.83,68
106,180,0,0,5.47,6.44,68
107,190,3,0,3.93,4.47,68
108,200,2,0,6.19,7.88,68
109,210,0,0,4.2,7.0,68
110,220,4,0,4.45,6.12,68
111,230,2,0,4.86,8.33,68
112,240,1,0,4.44,2.92,68
113,250,1,0,4.8,4.94,68
114,260,0,0,5.17,5.79,68
115,270,1,0,4.83,9.3,69
116,280,2,0,4.18,7.45,69
117,290,4,0,5.16,3.7,69
118,300,2,0,4.54,6.76,69
119,310,1,0,4.4,3.55,69
120,320,5,0,4.43,6.77,70
121,330,3,0,3.92,4.77,70
122,340,2,0,4.62,5.77,70
123,350,9,0,7.61,6.81,70
124,360,4,0,4.65,2.54,70
125,370,2,0,5.44,5.65,66
126,380,1,0,4.26,2.93,66
127,390,0,0,5.11,6.91,66
128,400,0,0,4.07,6.49,66
129,410,1,0,7.66,8.28,66
130,420,1,0,6.26,7.74,67
131,430,2,0,6.38,8.03,67
132,440,1,0,9.27,7.97,67
133,450,3,0,5.29,6.35,67
134,460,1,0,5.27,6.36,67
135,470,0,0,5.71,9.19,67
136,480,1,0,5.23,6.76,67
137,490,1,0,5.34,6.11,67
138,500,1,0,4.82,7.51,67
139,510,4,0,4.46,6.14,67
140,520,3,0,4.13,7.16,71
141,530,2,0,4.8,5.11,71
142,540,1,0,4.87,8.24,71
143,550,6,0,6.14,9.54,71
144,560,0,0,5.95,6.55,71
145,570,4,0,4.47,7.3,69
146,580,3,0,4.64,3.45,69
147,590,0,0,5.73,9.61,69
148,600,2,0,5.3,6.43,69
149,610,0,0,4.24,6.53,69
150,620,2,0,4.39,6.39,70
151,630,3,0,5.0,7.72,70
152,640,1,0,4.75,7.81,70
153,650,8,0,5.91,7.55,70
154,660,3,0,4.74,4.19,70
155,670,1,0,5.58,2.94,68
156,680,3,0,3.78,2.91,68
157,690,5,0,4.35,2.93,68
158,700,0,0,4.68,3.9,68
159,710,2,0,4.82,5.23,68
160,720,4,0,5.2,5.15,70
161,730,2,0,5.1,8.21,70
162,740,3,0,5.82,5.83,70
163,750,1,0,4.81,7.26,70
164,760,2,0,5.23,7.0,70
165,770,0,0,6.35,7.8,69
166,780,5,0,6.46,7.11,69
167,790,3,0,5.38,2.14,69
168,800,2,0,4.61,5.14,69
169,810,1,0,6.51,3.32,69
170,820,0,0,4.68,4.2,68
171,830,3,0,4.56,2.71,64
172,840,2,0,4.35,4.35,72
173,850,2,0,4.27,3.91,68
174,860,11,0,4.57,2.3,72
175,870,5,0,4.87,4.82,69
176,880,3,0,5.89,4.38,68
177,890,6,0,5.03,4.73,70
178,900,2,0,5.28,4.93,66
