,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN
0,10,2,0,7.03,4.57,72
1,20,5,0,10.36,8.04,72
2,30,6,1,9.86,10.59,72
3,40,3,0,9.73,3.07,72
4,50,8,0,7.24,6.64,72
5,60,3,0,5.24,3.02,79
6,70,5,0,9.73,3.98,79
7,80,4,1,5.84,2.66,79
8,90,6,0,8.69,3.82,79
9,100,9,0,11.65,7.91,79
10,110,3,0,5.61,2.98,81
11,120,6,0,10.18,3.38,81
12,130,2,0,8.05,2.48,81
13,140,6,0,7.18,4.49,81
14,150,4,0,5.26,3.58,81
15,160,3,0,5.24,2.71,70
16,170,5,1,6.37,3.53,70
17,180,0,0,5.25,1.92,70
18,190,3,0,8.25,3.02,70
19,200,5,0,7.31,2.51,70
20,210,7,0,5.91,3.51,74
21,220,4,0,4.1,2.39,74
22,230,5,0,8.38,3.83,74
23,240,4,0,4.17,2.2,74
24,250,3,0,6.42,2.28,74
25,260,4,0,5.34,3.08,79
26,270,6,0,6.21,3.43,79
27,280,8,0,6.42,5.39,79
28,290,13,1,7.71,7.85,79
29,300,6,0,7.09,5.22,79
30,310,4,0,6.25,3.58,73
31,320,6,0,7.96,4.89,73
32,330,5,0,6.96,3.65,73
33,340,3,0,6.3,4.57,73
34,350,2,0,5.14,3.66,73
35,360,3,0,5.45,3.96,71
36,370,6,0,11.21,4.07,71
37,380,3,0,7.01,3.66,71
38,390,3,0,7.21,4.17,71
39,400,2,0,6.31,3.97,71
40,410,5,0,6.5,5.44,75
41,420,2,0,6.25,12.52,75
42,430,4,0,10.2,4.75,75
43,440,7,0,9.61,7.96,75
44,450,11,5,6.67,7.6,75
45,460,2,0,9.41,5.17,76
46,470,3,0,6.92,6.98,76
47,480,5,0,7.4,4.81,76
48,490,5,0,6.38,4.95,76
49,500,11,0,10.69,7.54,76
50,510,8,0,7.21,5.83,66
51,520,5,0,8.44,5.74,66
52,530,5,0,7.15,4.39,66
53,540,2,0,5.37,4.84,66
54,550,5,0,5.85,5.7,66
55,560,2,0,5.99,2.71,73
56,570,4,0,6.89,5.09,73
57,580,3,0,5.27,2.91,73
58,590,7,0,8.13,9.19,73
59,10,4,0,6.2,4.73,73
60,20,4,0,6.79,4.75,78
61,30,5,0,9.11,5.75,78
62,40,4,0,10.26,6.71,78
63,50,3,0,12.13,4.65,78
64,60,9,0,8.64,7.31,78
