,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN
0,10,2,0,5.06,1.8,60
1,20,0,0,3.87,1.65,60
2,30,0,0,2.71,1.64,60
3,40,0,0,4.83,2.0,60
4,50,1,0,8.24,5.26,60
5,60,6,0,6.52,3.35,60
6,70,0,0,4.04,2.0,60
7,80,0,0,9.37,1.96,60
8,90,3,0,13.22,12.64,60
9,100,0,0,3.71,2.05,60
10,110,2,1,4.72,7.79,60
11,120,1,0,4.02,2.59,60
12,130,1,0,5.9,1.95,60
13,140,0,0,3.76,2.16,60
14,150,0,0,3.46,2.21,60
15,160,1,0,4.49,2.61,60
16,170,2,0,4.25,3.82,60
17,180,3,0,4.02,5.65,60
18,190,3,0,3.76,1.89,60
19,200,3,0,4.13,3.19,60
20,210,1,0,3.27,2.36,59
21,220,4,0,2.85,2.21,59
22,230,1,0,3.41,1.68,59
23,240,2,0,4.16,1.72,59
24,250,1,0,3.74,2.43,59
25,260,0,0,6.63,2.33,59
26,270,2,0,7.46,8.63,59
27,280,0,0,5.23,2.5,59
28,290,2,0,6.62,2.67,59
29,300,0,0,7.18,2.93,59
30,310,1,0,4.63,2.61,60
31,320,0,0,9.98,1.78,60
32,330,1,0,7.37,2.5,60
33,340,0,0,3.93,1.67,60
34,350,1,0,8.04,1.71,60
35,360,1,0,5.75,2.64,61
36,370,18,1,7.63,10.79,61
37,380,7,0,10.28,8.22,61
38,390,7,0,10.92,8.08,61
39,400,6,0,7.62,3.49,61
40,410,1,0,5.88,2.77,61
41,420,1,0,7.28,5.06,61
42,430,6,0,6.2,3.56,61
43,440,2,0,4.99,2.4,61
44,450,3,0,8.54,6.5,61
45,460,0,0,8.08,2.16,62
46,470,1,0,5.07,2.82,62
47,480,0,0,3.83,1.64,62
48,490,0,0,5.92,2.65,62
49,500,2,0,3.91,2.51,62
50,510,0,0,4.11,2.47,62
51,520,4,0,5.24,4.86,62
52,530,4,0,9.98,6.77,62
53,540,4,0,6.64,3.34,62
54,550,2,0,7.72,2.69,62
55,560,0,0,8.03,2.99,60
56,570,0,0,7.38,4.54,60
57,580,0,0,7.01,4.27,60
58,590,1,0,6.33,4.6,60
59,600,0,0,6.68,5.27,60
60,610,1,0,7.08,4.05,61
61,620,9,0,8.07,7.19,61
62,630,0,0,3.56,2.17,61
63,640,2,0,4.57,2.73,61
64,650,1,0,5.82,2.86,61
65,10,18,0,5.27,3.45,60
66,20,27,0,3.53,4.49,60
67,30,21,0,12.89,8.29,60
68,40,11,0,7.19,3.36,60
69,50,5,0,6.8,1.94,60
70,60,9,0,6.63,1.77,61
71,70,10,0,10.07,1.77,61
72,80,10,0,8.9,2.11,61
73,90,14,0,9.35,2.67,61
74,100,20,0,11.41,2.9,61
75,110,15,0,10.26,2.53,60
76,120,20,0,8.84,2.98,60
77,130,25,0,9.41,4.85,60
78,140,32,0,7.42,3.33,60
79,150,15,0,9.87,3.01,60
80,160,20,0,8.31,6.35,60
81,170,12,0,7.28,3.39,60
82,180,5,0,4.01,2.12,60
83,190,12,0,7.77,3.78,60
84,200,20,0,6.71,2.58,60
85,210,23,0,7.04,2.44,62
86,220,18,0,6.28,3.74,62
87,230,21,0,6.92,2.58,62
88,240,8,0,6.58,2.63,62
89,250,9,0,6.87,1.95,62
90,260,11,0,9.38,3.02,61
91,270,6,0,7.53,2.37,61
92,280,2,0,5.68,2.16,61
93,290,20,0,4.59,2.7,61
94,300,21,0,6.77,5.51,61
95,310,7,0,9.27,1.99,61
96,320,9,0,6.53,2.13,61
97,330,5,0,6.52,2.29,61
98,340,10,0,7.55,1.98,61
99,350,22,0,7.54,4.38,61
100,360,21,0,3.82,2.17,59
101,370,14,0,6.02,1.78,59
102,380,13,0,4.9,2.1,59
103,390,12,0,4.3,2.0,59
104,400,12,0,5.24,4.17,59
105,410,6,0,5.48,2.7,60
106,420,11,0,6.49,2.57,60
107,430,15,0,6.26,2.27,60
108,440,13,0,6.59,2.49,60
109,450,14,0,6.59,2.31,60
110,460,12,0,6.67,3.26,58
111,470,25,0,7.0,4.18,58
112,480,13,0,9.24,2.58,58
113,490,16,0,6.23,2.62,58
114,500,5,0,4.87,2.11,58
115,510,3,0,5.89,4.45,59
116,520,5,0,5.57,4.16,59
117,530,21,0,13.35,3.0,59
