,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN
0,10,13,1,4.33,3.21,72
1,20,4,0,3.59,3.51,72
2,30,6,0,4.36,3.89,72
3,40,8,0,3.36,3.24,72
4,50,3,0,2.96,2.48,72
5,60,5,0,3.41,2.57,71
6,70,5,0,4.31,4.02,71
7,80,10,0,4.99,3.79,71
8,90,7,0,6.01,4.29,71
9,100,5,0,4.68,4.84,71
10,110,5,0,5.26,4.26,74
11,120,5,1,8.05,5.44,74
12,130,0,0,12.39,4.11,74
13,140,23,0,7.42,2.39,74
14,150,12,0,7.03,3.32,74
15,160,9,0,5.79,3.64,71
16,170,6,0,4.67,2.57,71
17,180,6,0,3.91,2.73,71
18,190,6,0,4.36,3.23,71
19,200,7,0,4.03,3.13,71
20,210,4,0,3.62,3.52,71
21,220,6,0,4.24,3.07,71
22,230,9,0,3.27,2.88,71
23,240,9,0,3.57,3.02,71
24,250,5,0,6.04,3.98,71
25,260,6,0,3.59,2.93,71
26,270,6,0,7.04,4.26,71
27,280,8,0,5.33,3.8,71
28,290,10,0,3.78,3.84,71
29,300,4,0,4.8,3.24,71
30,310,21,0,5.45,2.52,73
31,320,14,0,5.27,3.13,73
32,330,6,0,3.3,2.82,73
33,340,7,0,4.45,3.36,73
34,350,6,0,3.5,2.84,73
35,360,8,0,4.44,2.91,72
36,370,7,0,4.83,4.09,72
37,380,4,0,5.86,3.0,72
38,390,4,0,3.55,4.51,72
39,400,8,0,3.22,2.94,72
40,410,8,0,3.65,3.35,72
41,420,3,0,3.19,3.25,72
42,430,8,0,3.36,2.39,72
43,440,8,0,4.75,2.74,72
44,450,11,0,4.16,3.38,72
45,460,6,0,3.33,2.9,72
46,470,4,0,5.88,3.26,72
47,480,6,0,5.15,2.3,72
48,490,7,0,10.47,4.07,72
49,500,6,0,3.97,3.09,72
50,510,5,0,4.46,3.53,72
51,520,3,0,3.29,3.01,72
52,530,3,0,2.98,3.05,72
53,540,3,0,3.61,2.16,72
54,550,6,0,3.14,3.04,72
55,560,5,0,3.29,3.48,72
56,570,4,0,4.52,3.14,72
57,580,3,0,3.12,3.01,72
58,590,6,0,2.98,2.43,72
59,600,5,0,3.52,2.8,72
60,10,12,0,5.68,3.34,73
61,20,6,0,5.27,3.97,73
62,30,11,0,10.24,4.34,73
63,40,24,0,3.18,2.36,73
64,50,30,0,3.21,4.02,73
65,60,18,0,3.69,3.71,72
66,70,10,0,3.95,2.21,72
67,80,4,0,3.52,2.89,72
68,90,6,0,4.05,3.57,72
69,100,6,0,4.42,4.88,72
70,110,3,0,4.09,3.88,72
71,120,15,0,14.4,6.21,72
72,130,3,0,9.02,4.2,72
73,140,4,0,5.28,4.29,72
74,150,3,0,4.69,3.17,72
75,160,6,0,5.78,2.88,73
76,170,4,0,5.52,3.36,73
77,180,6,0,6.3,3.57,73
78,190,3,0,5.71,4.29,73
79,200,3,0,8.19,3.77,73
80,210,10,0,11.56,3.24,72
81,220,34,0,8.65,3.93,72
82,230,7,0,13.09,4.67,72
83,240,18,0,9.56,3.62,72
84,250,19,0,9.42,3.06,72
85,260,5,0,7.41,3.27,72
86,270,5,0,9.56,3.65,72
87,280,6,0,4.87,3.35,72
88,290,5,0,4.99,3.92,72
89,300,7,0,8.01,3.86,72
90,310,5,0,10.33,5.66,72
91,320,7,0,8.67,3.45,72
92,330,7,0,12.16,6.29,72
93,340,9,0,7.16,3.16,72
94,350,6,0,8.02,5.38,72
95,360,7,0,7.13,3.98,73
96,370,6,0,6.75,3.93,73
97,380,3,0,5.03,3.55,73
98,390,5,0,5.45,3.7,73
99,400,17,0,6.06,3.7,73
100,410,7,0,8.02,3.85,71
101,420,13,0,6.4,3.34,71
102,430,7,0,7.6,3.66,71
103,440,5,0,8.34,3.38,71
104,450,5,0,7.6,3.68,71
105,460,4,0,6.92,4.55,71
106,470,5,0,8.56,3.4,71
107,480,2,0,6.08,3.62,71
108,490,7,0,9.43,3.36,71
109,500,7,0,10.5,4.26,71
110,510,16,0,8.31,4.58,73
111,520,16,0,8.35,3.16,73
112,530,19,0,6.8,3.33,73
113,540,11,0,8.97,3.24,73
114,550,12,0,5.91,5.67,73
115,560,5,0,9.85,4.15,73
116,570,3,0,7.76,3.6,73
117,580,1,0,12.1,4.59,73
118,590,15,0,11.26,3.19,73
119,600,21,0,6.58,5.89,73
120,610,31,0,7.11,3.86,70
121,620,24,0,9.04,4.33,70
122,630,18,0,9.13,5.29,70
123,640,16,0,7.24,4.78,70
124,10,2,0,4.18,5.33,70
125,20,5,0,8.67,4.87,72
126,30,12,0,11.97,6.02,72
127,40,9,0,10.21,4.11,72
128,50,12,0,8.42,4.33,72
129,60,3,0,6.49,4.25,72
130,70,7,0,8.27,3.9,70
131,80,6,0,6.3,2.81,70
132,90,7,0,7.64,3.5,70
133,100,6,0,6.35,4.11,70
134,110,4,0,5.28,3.26,70
135,120,5,0,4.5,3.63,70
136,130,6,0,8.79,3.72,70
137,140,4,0,5.82,3.85,70
138,150,5,0,9.52,4.12,70
139,160,6,0,6.33,3.57,70
140,170,5,0,5.0,3.96,73
141,180,5,0,9.0,3.88,73
142,190,4,0,7.43,3.16,73
143,200,5,0,8.77,3.53,73
144,210,7,0,5.02,3.92,73
145,220,7,0,5.97,3.7,72
146,230,6,0,7.72,3.13,72
147,240,18,0,9.22,4.3,72
148,250,5,0,7.21,3.35,72
149,260,7,0,6.59,3.69,72
150,270,8,0,6.68,3.32,73
151,280,12,1,8.2,6.64,73
152,290,10,0,7.97,4.66,73
153,300,7,0,8.99,5.91,73
154,310,3,0,6.04,4.13,73
155,320,6,0,9.44,4.17,71
156,330,4,0,8.2,3.12,71
157,340,16,1,9.79,5.34,71
158,350,13,0,10.94,4.07,71
159,360,6,0,7.34,4.41,71
160,370,9,3,7.56,3.31,73
161,380,5,0,6.41,4.05,73
162,390,6,0,6.97,4.15,73
163,400,7,0,10.94,4.62,73
164,410,4,0,14.48,4.81,73
165,420,6,0,8.79,3.79,74
166,430,9,1,11.64,4.49,74
167,440,13,0,8.96,4.89,74
168,450,19,0,12.12,5.4,74
169,460,7,0,8.66,3.45,74
170,470,12,1,12.39,5.35,76
171,480,9,1,8.85,6.37,69
172,490,3,0,8.53,5.64,71
173,500,6,0,8.81,2.95,73
174,510,7,0,10.78,3.26,68
175,520,8,0,7.27,3.77,76
176,530,7,0,7.74,3.39,67
177,540,4,0,6.4,3.11,76
178,550,5,0,8.02,3.9,76
179,560,4,0,7.39,3.94,73
180,570,7,0,8.01,3.7,72
181,580,10,0,9.1,4.47,73
182,590,10,1,8.89,5.14,70
183,600,4,0,12.94,5.53,69
184,610,3,0,4.98,3.58,70
185,620,3,0,10.55,4.55,76
186,630,3,0,7.62,5.21,71
187,640,9,0,9.12,4.62,73
