,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN
0,10,3,0,7.2,6.32,79
1,20,6,0,9.34,9.9,79
2,30,4,0,7.04,11.8,79
3,40,3,0,8.75,6.76,79
4,50,4,0,8.48,7.98,79
5,60,7,0,7.72,11.38,80
6,70,3,0,6.11,4.87,80
7,80,5,0,8.4,11.77,80
8,90,7,0,10.18,6.28,80
9,100,1,0,6.94,2.37,80
10,110,7,0,12.33,5.69,76
11,120,5,0,9.82,6.44,76
12,130,4,0,8.0,5.38,76
13,140,8,0,9.52,8.03,76
14,150,10,0,12.73,9.56,76
15,160,10,0,7.87,4.48,79
16,170,5,0,7.54,7.88,79
17,180,6,0,6.7,7.79,79
18,190,9,0,8.96,8.59,79
19,200,6,0,9.2,7.8,79
20,210,6,0,8.48,6.83,79
21,220,5,0,7.73,8.41,79
22,230,5,0,5.65,8.08,79
23,240,7,0,10.4,10.31,79
24,250,4,0,7.55,8.6,79
25,260,5,0,7.27,6.01,79
26,270,7,0,8.79,6.83,79
27,280,1,0,5.34,2.95,79
28,290,4,0,9.87,6.22,79
29,300,2,0,10.67,4.46,79
30,310,3,0,9.14,5.61,78
31,320,10,0,10.98,8.42,78
32,330,7,0,6.33,7.81,78
33,340,6,0,7.69,7.67,78
34,350,3,0,7.78,8.81,78
35,360,11,0,13.18,8.18,78
36,370,4,0,11.17,6.25,78
37,380,7,0,8.06,7.02,78
38,390,3,0,9.74,5.9,78
39,400,4,0,12.21,6.32,78
40,410,2,0,7.51,3.46,79
41,420,7,0,13.03,7.71,79
42,430,9,0,8.99,8.0,79
43,440,11,0,12.32,9.02,79
44,450,8,0,9.85,8.68,79
45,460,7,0,9.2,7.99,78
46,470,13,0,10.46,7.93,78
47,480,8,0,7.6,8.26,78
48,490,0,0,8.11,2.09,78
49,500,9,0,14.96,8.12,78
50,510,4,0,11.52,7.54,77
51,520,9,0,10.84,15.47,77
52,530,7,0,9.36,8.22,77
53,540,5,0,10.72,7.29,77
54,550,0,0,5.55,1.81,77
55,560,6,0,6.69,7.09,76
56,570,5,0,7.45,5.24,76
57,580,4,0,8.44,5.47,76
58,590,8,0,9.93,7.81,76
59,600,4,0,11.9,5.98,76
60,610,9,0,10.13,7.87,78
61,10,4,0,12.84,7.79,78
62,20,8,0,11.01,6.74,78
63,30,2,0,10.09,5.75,78
64,40,5,0,8.19,6.18,78
65,50,3,0,5.02,4.42,79
66,60,7,0,8.54,6.98,79
67,70,3,0,8.44,6.14,79
68,80,4,0,4.81,7.07,79
69,90,5,0,13.47,7.58,79
70,100,3,0,9.29,6.92,77
71,110,4,0,9.54,6.98,77
72,120,3,0,8.31,4.75,77
73,130,3,0,11.17,5.33,77
74,140,9,0,11.92,9.0,77
75,150,9,0,11.62,7.31,77
76,160,3,0,7.07,6.94,77
77,170,9,0,10.92,8.43,77
78,180,3,0,6.99,4.9,77
79,190,1,0,7.57,3.79,77
80,200,8,0,10.17,6.67,78
81,210,1,0,6.77,2.13,78
82,220,2,0,6.66,5.1,78
83,230,2,0,7.32,9.6,78
84,240,9,0,9.8,10.94,78
85,250,12,0,10.3,8.55,77
86,260,11,0,7.54,9.83,77
87,270,7,0,4.52,8.72,77
88,280,6,0,9.2,8.74,77
89,290,11,0,6.74,6.8,77
90,300,9,0,6.13,7.39,78
91,310,7,0,7.32,9.17,78
92,320,3,0,5.79,3.96,78
93,330,6,0,6.12,6.52,78
94,340,4,0,13.14,4.81,78
95,350,16,0,8.7,8.62,80
96,360,11,0,10.34,9.79,80
97,370,13,1,10.88,14.04,80
98,380,12,0,8.82,12.58,80
99,390,6,0,6.32,6.5,80
100,400,3,0,8.19,5.53,79
101,410,8,0,13.16,7.53,79
102,420,10,0,8.77,12.25,79
103,430,5,0,6.93,5.97,79
104,440,6,0,6.39,7.57,79
105,450,7,0,8.17,7.79,76
106,460,24,12,11.7,10.18,76
107,470,14,0,10.61,10.6,76
108,480,5,1,6.05,9.23,76
109,490,15,0,7.86,10.35,76
110,500,9,0,7.51,6.87,75
111,510,3,0,7.65,6.62,75
112,520,6,0,6.98,7.3,75
113,530,1,0,11.05,4.17,75
114,540,2,0,7.03,4.16,75
115,550,7,1,10.82,7.71,81
116,560,1,0,9.42,4.32,81
117,570,9,0,10.65,8.3,81
118,580,11,0,9.69,8.39,81
119,590,6,0,6.63,7.24,81
120,600,10,0,8.46,8.47,78
121,610,12,0,7.71,8.47,78
122,620,6,0,6.7,6.42,78
123,630,8,0,8.67,8.62,78
124,640,7,0,8.48,8.63,78
125,650,2,0,5.59,4.6,82
126,10,3,0,5.2,5.44,82
127,20,5,0,10.3,9.09,82
128,30,1,0,6.09,4.89,82
129,40,4,0,6.49,5.76,82
130,50,6,0,7.53,7.71,82
131,60,2,0,11.09,5.34,82
132,70,4,0,8.19,6.99,82
133,80,7,0,12.53,7.96,82
134,90,3,0,8.39,5.93,82
135,100,6,1,8.53,10.37,80
136,110,9,0,10.21,9.79,80
137,120,5,0,9.55,6.88,80
138,130,5,0,8.62,8.63,80
139,140,4,0,11.34,7.6,80
140,150,9,0,6.55,8.85,76
141,160,7,0,11.44,8.86,76
142,170,11,0,13.12,9.59,76
143,180,7,0,10.48,10.69,76
144,190,0,0,6.42,2.81,76
145,200,5,0,9.13,7.63,77
146,210,0,0,7.38,2.2,77
147,220,5,0,6.87,9.01,77
148,230,0,0,6.01,1.9,77
149,240,1,0,8.56,3.78,77
150,250,2,0,13.53,4.62,80
151,260,6,0,6.57,6.24,80
152,270,0,0,6.31,2.01,80
153,280,3,0,7.03,6.89,80
154,290,7,0,11.32,14.4,80
155,300,1,0,5.65,3.81,80
156,310,0,0,7.12,3.16,80
157,320,6,0,8.98,8.55,80
158,330,5,0,9.5,9.19,80
159,340,2,0,5.74,8.43,80
160,350,4,0,9.14,8.06,82
161,360,6,0,5.32,8.58,82
162,370,4,0,10.07,7.95,82
163,380,1,0,6.52,3.74,82
164,390,1,0,7.73,5.51,82
165,400,4,0,9.77,6.65,77
166,410,4,0,13.55,9.78,77
167,420,9,0,10.32,7.17,77
168,430,3,0,12.26,5.79,77
169,440,0,0,7.44,3.66,77
170,450,4,0,12.83,7.4,76
171,460,3,0,11.16,7.45,76
172,470,5,0,8.48,7.77,76
173,480,1,0,2.96,2.4,76
174,490,3,0,8.03,5.6,76
175,500,5,0,8.56,6.62,80
176,510,5,0,11.35,5.92,80
177,520,8,0,11.0,6.48,80
178,530,4,1,6.7,8.08,80
179,540,4,0,10.39,7.33,80
180,550,4,0,7.66,6.28,81
181,560,5,0,7.77,5.57,81
182,570,5,0,5.68,9.56,81
183,580,3,0,7.9,5.45,81
184,590,9,0,8.51,7.49,82
185,600,5,0,11.15,7.63,80
186,610,5,0,12.47,6.35,73
187,620,11,0,11.25,10.53,81
188,630,1,0,6.95,3.74,77
189,640,3,0,9.18,4.22,73
190,650,11,1,13.37,7.99,80
