,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN,label
0,10,4,14,5.97,3.99,75,2
1,20,13,23,8.41,4.57,75,2
2,30,8,10,7.87,5.22,75,2
3,40,8,16,9.74,3.95,75,2
4,50,1,10,4.71,3.48,75,2
5,60,3,15,3.86,4.01,76,2
6,70,4,15,5.71,3.18,76,2
7,80,5,14,12.28,8.06,76,2
8,90,4,14,8.32,4.56,76,2
9,100,5,9,6.9,3.58,76,2
10,110,7,25,8.99,5.17,76,2
11,120,3,17,7.76,3.99,76,2
12,130,5,10,5.77,6.02,76,2
13,140,2,19,12.51,8.32,76,2
14,150,5,7,7.38,5.02,76,2
15,160,3,12,6.43,3.48,76,2
16,170,7,15,8.5,4.31,76,2
17,180,1,13,6.68,3.19,76,2
18,190,5,16,5.33,4.78,76,2
19,200,1,10,6.93,7.1,76,2
20,210,2,14,6.35,2.91,75,2
21,220,3,2,6.71,4.09,75,2
22,230,6,16,6.48,3.13,75,2
23,240,3,26,5.26,3.11,75,2
24,250,3,5,10.2,4.77,75,2
25,260,5,6,9.23,5.85,78,2
26,270,2,8,6.72,3.41,78,2
27,280,3,30,9.27,4.15,78,2
28,290,2,9,8.34,4.51,78,2
29,300,9,12,9.05,4.93,78,2
30,310,11,2,7.9,3.81,79,2
31,320,17,11,7.74,3.3,79,2
32,330,4,0,7.0,3.28,79,2
33,340,8,0,6.99,2.76,79,2
34,350,9,0,8.21,4.27,79,2
35,360,3,0,10.77,4.15,78,2
36,370,4,0,3.48,3.96,78,2
37,380,6,0,8.04,5.08,78,2
38,390,6,7,11.81,7.38,78,2
39,400,3,1,11.67,5.93,78,2
40,410,4,8,10.22,4.62,77,2
41,420,5,16,11.41,6.42,77,2
42,430,3,1,4.77,3.79,77,2
43,440,2,0,7.85,3.23,77,2
44,450,3,0,9.17,4.01,77,2
45,460,2,1,7.22,3.68,75,2
46,470,4,4,12.12,4.1,75,2
47,480,5,15,8.41,8.5,75,2
48,490,3,8,7.7,4.69,75,2
49,500,1,0,8.61,3.77,75,2
50,510,2,4,10.36,3.16,78,2
51,520,4,5,6.99,3.74,78,2
52,530,8,7,15.2,5.96,78,2
53,540,8,11,10.64,7.51,78,2
54,550,3,0,6.21,2.81,78,2
55,560,1,1,3.75,1.98,78,2
56,570,2,8,7.27,2.25,78,2
57,580,4,2,13.61,3.85,78,2
58,590,6,12,9.69,2.37,78,2
59,600,3,11,9.45,2.89,78,2
60,610,2,17,13.38,2.47,78,2
61,620,4,8,6.17,3.69,78,2
62,630,5,10,8.05,4.31,78,2
63,640,3,0,6.72,3.05,78,2
64,650,0,1,4.66,2.81,78,2
65,660,5,11,11.04,3.51,80,2
66,670,11,5,8.53,2.76,80,2
67,10,1,0,10.15,3.75,80,2
68,20,3,1,10.87,5.87,80,2
69,30,3,0,8.85,3.17,80,2
70,40,1,0,8.09,3.2,76,2
71,50,3,0,8.18,4.02,76,2
72,60,2,0,6.42,8.16,76,2
73,70,2,0,9.03,5.63,76,2
74,80,2,0,9.56,5.72,76,2
75,90,3,0,10.98,3.79,77,2
76,100,4,1,8.11,3.76,77,2
77,110,2,0,6.62,3.7,77,2
78,120,4,0,6.79,3.9,77,2
79,130,2,0,7.17,4.06,77,2
80,140,4,1,7.43,4.48,76,2
81,150,3,0,8.95,3.95,76,2
82,160,6,0,7.38,4.14,76,2
83,170,4,0,7.92,3.18,76,2
84,180,1,0,8.47,4.52,76,2
85,190,15,0,10.36,4.63,78,2
86,200,2,0,8.9,3.4,78,2
87,210,4,1,9.59,4.55,76,2
88,220,8,0,9.33,4.81,76,2
89,230,2,0,5.66,5.4,72,2
90,240,3,0,5.52,3.76,79,2
91,250,2,1,7.54,4.74,72,2
92,260,3,0,7.52,5.41,74,2
93,270,2,0,6.45,3.03,73,2
94,280,7,0,10.96,5.42,75,2
95,290,1,0,10.45,5.48,74,2
96,300,2,1,12.84,5.71,77,2
97,310,3,3,11.34,3.85,77,2
98,320,1,1,10.09,4.5,75,2
99,330,2,0,9.13,4.29,75,2
100,340,10,0,10.86,4.44,74,2
101,350,3,0,12.29,6.23,78,2
102,360,2,3,7.48,4.45,77,2
103,370,2,0,8.31,4.89,74,2
104,380,1,0,8.09,4.5,78,2
105,390,5,0,6.81,5.17,76,2
106,400,4,0,8.3,6.54,76,2
107,410,2,0,9.05,4.52,77,2
108,420,7,0,6.98,2.78,71,2
109,430,17,0,7.33,3.14,80,2
110,440,7,0,9.16,4.02,76,2
111,450,4,0,10.65,3.23,79,2
112,460,6,0,8.14,3.22,80,2
113,470,2,0,9.46,6.0,78,2
114,480,3,0,10.09,3.68,78,2
115,490,11,0,14.31,3.15,80,2
116,500,7,0,11.14,3.51,74,2
117,510,3,0,8.37,6.94,74,2
118,520,4,0,7.54,3.22,77,2
119,530,4,0,5.93,3.79,74,2
120,540,1,0,12.62,2.64,80,2
121,550,3,0,10.14,3.14,73,2
122,560,12,0,8.7,3.59,80,2
123,570,3,0,7.44,3.95,71,2
124,580,4,0,9.38,3.42,80,2
125,590,4,0,7.2,7.19,73,2
126,600,2,0,7.89,5.3,72,2
127,610,3,0,7.88,3.52,72,2
128,620,2,0,7.42,6.32,80,2
129,630,3,0,9.03,4.27,72,2
130,640,5,1,10.02,5.76,80,2
131,650,2,0,9.41,4.54,80,2
132,660,3,0,6.98,3.35,73,2
133,670,5,0,9.3,8.71,73,2
134,680,8,0,9.0,9.58,77,2
135,690,4,0,9.27,9.57,73,2
136,700,10,0,11.54,6.25,80,2
137,710,2,0,7.77,3.48,76,2
138,720,5,2,9.88,7.59,74,2
139,730,3,2,7.37,3.58,74,2
140,740,3,0,3.38,4.74,79,2
141,750,3,0,13.34,4.21,74,2
142,760,2,0,6.17,3.77,79,2
143,770,10,0,9.18,5.75,74,2
144,780,2,0,9.25,4.82,73,2
145,790,4,4,8.71,5.56,80,2
146,800,2,0,12.13,6.21,71,2
147,810,3,0,11.95,5.97,73,2
148,820,3,1,11.04,4.78,75,2
149,830,3,0,11.23,3.94,73,2
150,840,3,2,9.06,3.57,75,2
151,850,4,0,10.43,5.0,79,2
152,860,2,0,10.02,5.2,76,2
153,870,2,0,8.09,4.5,77,2
154,880,5,0,8.22,4.2,72,2
155,890,3,0,6.46,3.0,80,2
156,900,0,0,13.77,4.05,79,2
157,910,1,0,8.15,3.15,73,2
158,920,1,1,8.61,4.06,71,2
159,930,12,0,7.5,3.44,74,2
160,940,2,0,11.7,3.97,75,2
161,950,8,0,9.6,3.61,80,2
162,960,9,0,8.75,4.37,72,2
163,970,4,1,6.5,2.93,76,2
164,980,8,0,6.54,3.68,76,2
