,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN,label
0,10,2,0,5.06,1.8,60,1
1,20,0,0,3.87,1.65,60,1
2,30,0,0,2.71,1.64,60,1
3,40,0,0,4.83,2.0,60,1
4,50,1,0,8.24,5.26,60,1
5,60,6,0,6.52,3.35,60,1
6,70,0,0,4.04,2.0,60,1
7,80,0,0,9.37,1.96,60,1
8,90,3,0,13.22,12.64,60,1
9,100,0,0,3.71,2.05,60,1
10,110,2,1,4.72,7.79,60,1
11,120,1,0,4.02,2.59,60,1
12,130,1,0,5.9,1.95,60,1
13,140,0,0,3.76,2.16,60,1
14,150,0,0,3.46,2.21,60,1
15,160,1,0,4.49,2.61,60,1
16,170,2,0,4.25,3.82,60,1
17,180,3,0,4.02,5.65,60,1
18,190,3,0,3.76,1.89,60,1
19,200,3,0,4.13,3.19,60,1
20,210,1,0,3.27,2.36,59,1
21,220,4,0,2.85,2.21,59,1
22,230,1,0,3.41,1.68,59,1
23,240,2,0,4.16,1.72,59,1
24,250,1,0,3.74,2.43,59,1
25,260,0,0,6.63,2.33,59,1
26,270,2,0,7.46,8.63,59,1
27,280,0,0,5.23,2.5,59,1
28,290,2,0,6.62,2.67,59,1
29,300,0,0,7.18,2.93,59,1
30,310,1,0,4.63,2.61,60,1
31,320,0,0,9.98,1.78,60,1
32,330,1,0,7.37,2.5,60,1
33,340,0,0,3.93,1.67,60,1
34,350,1,0,8.04,1.71,60,1
35,360,1,0,5.75,2.64,61,1
36,370,18,1,7.63,10.79,61,1
37,380,7,0,10.28,8.22,61,1
38,390,7,0,10.92,8.08,61,1
39,400,6,0,7.62,3.49,61,1
40,410,1,0,5.88,2.77,61,1
41,420,1,0,7.28,5.06,61,1
42,430,6,0,6.2,3.56,61,1
43,440,2,0,4.99,2.4,61,1
44,450,3,0,8.54,6.5,61,1
45,460,0,0,8.08,2.16,62,1
46,470,1,0,5.07,2.82,62,1
47,480,0,0,3.83,1.64,62,1
48,490,0,0,5.92,2.65,62,1
49,500,2,0,3.91,2.51,62,1
50,510,0,0,4.11,2.47,62,1
51,520,4,0,5.24,4.86,62,1
52,530,4,0,9.98,6.77,62,1
53,540,4,0,6.64,3.34,62,1
54,550,2,0,7.72,2.69,62,1
55,560,0,0,8.03,2.99,60,1
56,570,0,0,7.38,4.54,60,1
57,580,0,0,7.01,4.27,60,1
