,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN,label
0,10,1,0,4.51,1.47,64,1
1,20,1,0,7.46,3.06,64,1
2,30,1,0,7.14,2.83,64,1
3,40,0,0,6.97,1.57,64,1
4,50,0,0,4.11,2.07,64,1
5,60,0,0,5.07,2.04,65,1
6,70,1,0,8.92,3.05,65,1
7,80,4,0,4.99,4.03,65,1
8,90,1,0,4.38,2.73,65,1
9,100,4,0,4.04,2.11,65,1
10,110,1,0,4.8,2.27,64,1
11,120,1,0,4.11,2.86,64,1
12,130,1,0,4.48,2.67,64,1
13,140,0,0,2.39,1.95,64,1
14,150,0,0,3.95,2.4,64,1
15,160,3,0,6.24,2.61,65,1
16,170,1,0,4.12,1.82,65,1
17,180,0,0,3.19,2.64,65,1
18,190,3,0,4.1,2.23,65,1
19,200,5,0,2.31,2.9,65,1
20,210,11,0,5.96,3.42,64,1
21,220,8,0,5.31,2.54,64,1
22,230,7,0,6.65,3.23,64,1
23,240,3,0,5.25,2.65,64,1
24,250,3,0,3.36,3.68,64,1
25,260,6,0,5.73,6.5,65,1
26,270,4,0,8.87,4.03,65,1
27,280,0,0,9.44,3.26,65,1
28,290,0,0,9.37,5.12,65,1
29,300,2,0,5.13,2.96,65,1
30,310,2,0,7.37,3.48,63,1
31,320,1,0,5.9,2.58,63,1
32,330,1,0,6.06,2.24,63,1
33,340,4,0,10.53,4.04,63,1
34,350,1,0,6.06,2.7,63,1
35,360,1,0,5.55,3.05,64,1
36,370,0,0,5.68,2.46,64,1
37,380,1,0,6.5,2.19,64,1
38,390,0,0,5.71,3.56,64,1
39,400,1,0,3.89,3.01,64,1
40,410,1,0,3.12,1.93,63,1
41,420,2,0,4.88,3.66,63,1
42,430,0,0,3.9,3.62,63,1
43,440,2,0,5.84,2.15,63,1
44,450,2,0,4.4,6.75,63,1
45,460,1,0,5.85,2.71,64,1
46,470,1,0,6.32,2.29,64,1
47,480,3,0,3.36,2.35,64,1
48,490,0,0,7.34,2.21,64,1
49,500,1,0,8.57,5.39,64,1
50,510,0,0,4.52,3.46,63,1
51,520,1,0,6.17,2.89,63,1
52,530,0,0,6.05,2.35,63,1
53,540,4,0,7.54,4.49,63,1
54,550,0,0,5.68,4.04,63,1
55,560,0,0,5.92,2.55,64,1
56,570,0,0,8.16,2.57,64,1
57,580,0,0,3.03,2.25,64,1
58,590,0,0,4.65,2.63,64,1
59,600,0,0,4.31,2.25,64,1
60,610,0,0,3.88,2.51,65,1
61,620,1,0,7.44,3.06,65,1
62,630,8,0,4.96,2.84,65,1
63,10,0,0,6.5,2.4,65,1
64,20,0,0,7.72,2.88,65,1
65,30,0,0,3.32,2.23,66,1
66,40,0,0,4.54,3.08,66,1
67,50,1,0,7.16,3.02,66,1
68,60,1,0,6.57,3.07,66,1
69,70,2,0,7.32,7.43,66,1
70,80,0,0,5.28,2.84,64,1
71,90,1,0,3.95,3.49,64,1
72,100,4,0,7.85,3.45,64,1
73,110,0,0,5.29,2.52,64,1
74,120,1,0,4.93,3.52,64,1
75,130,1,0,5.71,2.69,65,1
76,140,1,0,7.04,3.17,65,1
77,150,5,0,11.55,4.78,65,1
78,160,11,0,4.09,5.4,65,1
79,170,15,0,4.61,2.47,65,1
80,180,0,0,4.54,1.66,64,1
81,190,1,0,5.2,1.88,64,1
82,200,0,0,4.68,2.1,64,1
83,210,0,0,4.76,1.95,64,1
84,220,0,0,4.1,2.57,64,1
85,230,1,0,4.1,1.88,66,1
86,240,3,0,3.95,2.39,66,1
87,250,1,0,4.53,2.91,66,1
88,260,0,0,4.01,3.5,66,1
89,270,1,0,3.53,2.13,66,1
90,280,0,0,4.43,2.48,65,1
91,290,2,0,7.63,2.74,65,1
92,300,2,0,4.11,3.06,65,1
93,310,3,0,7.57,2.99,65,1
94,320,0,0,4.85,2.22,65,1
95,330,1,0,3.63,2.86,65,1
96,340,3,0,3.9,3.79,65,1
97,350,20,0,9.2,2.79,65,1
98,360,16,0,7.07,4.66,65,1
99,370,15,0,4.16,5.55,65,1
100,380,3,0,4.6,1.7,66,1
101,390,15,0,7.6,3.36,66,1
102,400,12,0,5.2,5.67,66,1
103,410,12,0,7.06,5.53,66,1
104,420,22,0,6.21,5.25,66,1
105,430,6,0,8.84,5.41,64,1
106,440,5,0,5.74,3.03,64,1
107,450,11,0,5.23,2.03,64,1
