,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN,label
0,10,3,0,12.5,7.22,76,1
1,20,3,0,9.82,8.61,76,1
2,30,5,0,10.93,6.46,76,1
3,40,10,0,9.8,8.88,76,1
4,50,6,0,5.68,7.42,76,1
5,60,7,0,10.49,7.15,76,1
6,70,10,0,7.53,6.33,76,1
7,80,9,0,4.71,7.73,76,1
8,90,4,0,6.26,8.15,76,1
9,100,7,0,9.03,8.19,76,1
10,110,8,0,5.26,7.23,77,1
11,120,12,0,6.18,8.13,77,1
12,130,6,0,5.32,5.86,77,1
13,140,12,0,12.16,9.03,77,1
14,150,14,0,10.23,8.48,77,1
15,160,11,0,12.9,9.56,78,1
16,170,6,0,9.16,9.2,78,1
17,180,9,0,7.63,8.02,78,1
18,190,7,0,5.97,6.74,78,1
19,200,7,0,5.57,6.49,78,1
20,210,9,0,6.92,9.13,77,1
21,220,10,0,6.05,8.46,77,1
22,230,8,0,8.17,7.25,77,1
23,240,7,0,8.25,8.53,77,1
24,250,7,0,7.26,5.69,77,1
25,260,13,0,8.23,9.08,76,1
26,270,9,0,6.97,7.87,76,1
27,280,8,0,8.76,9.58,76,1
28,290,9,0,7.55,7.03,76,1
29,300,11,0,9.33,10.79,76,1
30,310,17,0,11.02,8.96,78,1
31,320,10,0,7.01,8.22,78,1
32,330,6,0,7.41,9.04,78,1
33,340,18,0,8.27,8.76,78,1
34,350,5,0,11.0,7.72,78,1
35,360,7,0,9.16,7.43,76,1
36,370,6,0,8.0,7.85,76,1
37,380,15,0,10.71,9.36,76,1
38,390,6,0,6.33,7.99,76,1
39,400,6,0,9.59,8.31,76,1
40,410,11,0,11.24,8.15,76,1
41,420,11,0,7.47,8.25,76,1
42,430,6,0,10.85,6.75,76,1
43,440,6,0,12.33,5.89,76,1
44,450,6,0,10.06,5.15,76,1
45,460,7,0,9.71,8.8,77,1
46,470,15,0,7.97,7.83,77,1
47,480,6,0,9.19,6.58,77,1
48,490,8,0,10.05,6.74,77,1
49,500,11,0,8.28,7.28,77,1
50,510,9,0,11.88,7.87,77,1
51,520,9,0,12.96,8.41,77,1
52,530,7,0,10.81,7.12,77,1
53,540,8,0,13.07,7.1,77,1
54,550,15,0,10.21,9.26,77,1
55,560,12,0,12.98,8.23,76,1
56,570,12,0,8.82,10.23,76,1
57,580,12,0,6.83,8.31,76,1
58,590,9,0,8.35,8.18,76,1
59,10,4,0,14.58,5.46,76,1
60,20,8,0,9.45,7.91,76,1
61,30,5,0,3.91,7.57,76,1
62,40,7,0,4.67,8.94,76,1
63,50,7,0,4.95,8.38,76,1
64,60,7,0,6.31,8.24,76,1
65,70,4,0,5.36,8.07,74,1
66,80,6,0,5.23,5.96,74,1
67,90,3,0,6.94,7.24,74,1
68,100,6,0,7.28,7.75,74,1
69,110,8,0,8.97,8.71,74,1
70,120,4,0,9.2,6.86,76,1
71,130,8,0,7.85,9.09,76,1
72,140,5,0,9.49,8.33,76,1
73,150,6,0,8.68,9.01,76,1
74,160,5,0,7.15,8.41,76,1
75,170,4,0,6.88,7.82,77,1
76,180,9,0,8.47,9.34,77,1
77,190,7,0,10.5,8.62,77,1
78,200,6,0,5.02,7.54,77,1
79,210,4,0,5.3,6.57,77,1
80,220,5,0,4.3,5.59,76,1
81,230,5,0,3.99,4.8,76,1
82,240,0,0,3.55,1.95,76,1
83,250,4,0,4.54,7.59,76,1
84,260,9,0,6.27,8.94,76,1
85,270,7,1,5.99,8.15,76,1
86,280,6,0,4.74,7.43,76,1
87,290,6,0,4.32,9.46,76,1
88,300,7,0,3.96,7.79,76,1
89,310,4,0,4.13,7.04,76,1
90,320,7,0,4.5,7.24,76,1
91,330,5,0,10.39,9.65,76,1
92,340,4,0,7.79,6.31,76,1
93,350,3,0,5.99,5.88,76,1
94,360,3,0,16.28,12.08,76,1
95,370,8,0,6.23,9.35,74,1
96,380,6,0,4.34,6.06,74,1
97,390,8,0,8.14,8.73,74,1
98,400,8,0,4.36,6.84,74,1
99,410,7,0,5.34,9.75,74,1
100,420,6,0,7.17,9.57,74,1
101,430,7,0,7.87,8.39,74,1
102,440,8,0,7.47,8.37,74,1
103,450,9,0,5.29,7.64,74,1
104,460,12,0,4.73,7.25,74,1
105,470,6,0,6.48,6.48,73,1
106,480,7,0,7.05,8.21,73,1
107,490,6,0,3.59,7.47,73,1
108,500,7,0,10.12,7.26,73,1
109,510,6,0,5.77,5.69,73,1
110,520,6,0,6.18,7.54,75,1
111,530,5,0,4.35,9.08,75,1
112,540,5,2,7.32,8.69,75,1
113,550,5,0,5.44,6.96,75,1
114,560,6,0,5.82,7.69,75,1
115,570,4,0,8.58,5.9,75,1
116,580,2,0,8.89,8.68,75,1
117,590,11,0,6.86,6.28,75,1
118,600,4,0,5.9,7.97,75,1
119,610,7,0,7.86,9.35,76,1
