,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN,label
0,10,13,1,4.33,3.21,72,2
1,20,4,0,3.59,3.51,72,2
2,30,6,0,4.36,3.89,72,2
3,40,8,0,3.36,3.24,72,2
4,50,3,0,2.96,2.48,72,2
5,60,5,0,3.41,2.57,71,2
6,70,5,0,4.31,4.02,71,2
7,80,10,0,4.99,3.79,71,2
8,90,7,0,6.01,4.29,71,2
9,100,5,0,4.68,4.84,71,2
10,110,5,0,5.26,4.26,74,2
11,120,5,1,8.05,5.44,74,2
12,130,0,0,12.39,4.11,74,2
13,140,23,0,7.42,2.39,74,2
14,150,12,0,7.03,3.32,74,2
15,160,9,0,5.79,3.64,71,2
16,170,6,0,4.67,2.57,71,2
17,180,6,0,3.91,2.73,71,2
18,190,6,0,4.36,3.23,71,2
19,200,7,0,4.03,3.13,71,2
20,210,4,0,3.62,3.52,71,2
21,220,6,0,4.24,3.07,71,2
22,230,9,0,3.27,2.88,71,2
23,240,9,0,3.57,3.02,71,2
24,250,5,0,6.04,3.98,71,2
25,260,6,0,3.59,2.93,71,2
26,270,6,0,7.04,4.26,71,2
27,280,8,0,5.33,3.8,71,2
28,290,10,0,3.78,3.84,71,2
29,300,4,0,4.8,3.24,71,2
30,310,21,0,5.45,2.52,73,2
31,320,14,0,5.27,3.13,73,2
32,330,6,0,3.3,2.82,73,2
33,340,7,0,4.45,3.36,73,2
34,350,6,0,3.5,2.84,73,2
35,360,8,0,4.44,2.91,72,2
36,370,7,0,4.83,4.09,72,2
37,380,4,0,5.86,3.0,72,2
38,390,4,0,3.55,4.51,72,2
39,400,8,0,3.22,2.94,72,2
40,410,8,0,3.65,3.35,72,2
41,420,3,0,3.19,3.25,72,2
42,430,8,0,3.36,2.39,72,2
43,440,8,0,4.75,2.74,72,2
44,450,11,0,4.16,3.38,72,2
45,460,6,0,3.33,2.9,72,2
46,470,4,0,5.88,3.26,72,2
47,480,6,0,5.15,2.3,72,2
48,490,7,0,10.47,4.07,72,2
49,500,6,0,3.97,3.09,72,2
50,510,5,0,4.46,3.53,72,2
51,520,3,0,3.29,3.01,72,2
52,530,3,0,2.98,3.05,72,2
53,540,3,0,3.61,2.16,72,2
54,550,6,0,3.14,3.04,72,2
55,560,5,0,3.29,3.48,72,2
56,570,4,0,4.52,3.14,72,2
57,580,3,0,3.12,3.01,72,2
58,590,6,0,2.98,2.43,72,2
59,600,5,0,3.52,2.8,72,2
60,10,12,0,5.68,3.34,73,2
61,20,6,0,5.27,3.97,73,2
62,30,11,0,10.24,4.34,73,2
63,40,24,0,3.18,2.36,73,2
64,50,30,0,3.21,4.02,73,2
65,60,18,0,3.69,3.71,72,2
66,70,10,0,3.95,2.21,72,2
67,80,4,0,3.52,2.89,72,2
68,90,6,0,4.05,3.57,72,2
69,100,6,0,4.42,4.88,72,2
70,110,3,0,4.09,3.88,72,2
71,120,15,0,14.4,6.21,72,2
72,130,3,0,9.02,4.2,72,2
73,140,4,0,5.28,4.29,72,2
74,150,3,0,4.69,3.17,72,2
75,160,6,0,5.78,2.88,73,2
76,170,4,0,5.52,3.36,73,2
77,180,6,0,6.3,3.57,73,2
78,190,3,0,5.71,4.29,73,2
79,200,3,0,8.19,3.77,73,2
80,210,10,0,11.56,3.24,72,2
81,220,34,0,8.65,3.93,72,2
82,230,7,0,13.09,4.67,72,2
83,240,18,0,9.56,3.62,72,2
84,250,19,0,9.42,3.06,72,2
85,260,5,0,7.41,3.27,72,2
86,270,5,0,9.56,3.65,72,2
87,280,6,0,4.87,3.35,72,2
88,290,5,0,4.99,3.92,72,2
89,300,7,0,8.01,3.86,72,2
90,310,5,0,10.33,5.66,72,2
91,320,7,0,8.67,3.45,72,2
92,330,7,0,12.16,6.29,72,2
93,340,9,0,7.16,3.16,72,2
94,350,6,0,8.02,5.38,72,2
95,360,7,0,7.13,3.98,73,2
96,370,6,0,6.75,3.93,73,2
97,380,3,0,5.03,3.55,73,2
98,390,5,0,5.45,3.7,73,2
99,400,17,0,6.06,3.7,73,2
100,410,7,0,8.02,3.85,71,2
101,420,13,0,6.4,3.34,71,2
102,430,7,0,7.6,3.66,71,2
103,440,5,0,8.34,3.38,71,2
104,450,5,0,7.6,3.68,71,2
105,460,4,0,6.92,4.55,71,2
106,470,5,0,8.56,3.4,71,2
107,480,2,0,6.08,3.62,71,2
108,490,7,0,9.43,3.36,71,2
109,500,7,0,10.5,4.26,71,2
110,510,16,0,8.31,4.58,73,2
111,520,16,0,8.35,3.16,73,2
112,530,19,0,6.8,3.33,73,2
113,540,11,0,8.97,3.24,73,2
114,550,12,0,5.91,5.67,73,2
115,560,5,0,9.85,4.15,73,2
116,570,3,0,7.76,3.6,73,2
117,580,1,0,12.1,4.59,73,2
118,590,15,0,11.26,3.19,73,2
119,600,21,0,6.58,5.89,73,2
120,610,31,0,7.11,3.86,70,2
121,620,24,0,9.04,4.33,70,2
122,630,18,0,9.13,5.29,70,2
123,640,16,0,7.24,4.78,70,2
124,10,2,0,4.18,5.33,70,2
125,20,5,0,8.67,4.87,72,2
126,30,12,0,11.97,6.02,72,2
127,40,9,0,10.21,4.11,72,2
128,50,12,0,8.42,4.33,72,2
129,60,3,0,6.49,4.25,72,2
130,70,7,0,8.27,3.9,70,2
131,80,6,0,6.3,2.81,70,2
132,90,7,0,7.64,3.5,70,2
133,100,6,0,6.35,4.11,70,2
134,110,4,0,5.28,3.26,70,2
135,120,5,0,4.5,3.63,70,2
136,130,6,0,8.79,3.72,70,2
137,140,4,0,5.82,3.85,70,2
138,150,5,0,9.52,4.12,70,2
139,160,6,0,6.33,3.57,70,2
140,170,5,0,5.0,3.96,73,2
141,180,5,0,9.0,3.88,73,2
142,190,4,0,7.43,3.16,73,2
143,200,5,0,8.77,3.53,73,2
144,210,7,0,5.02,3.92,73,2
145,220,7,0,5.97,3.7,72,2
146,230,6,0,7.72,3.13,72,2
147,240,18,0,9.22,4.3,72,2
148,250,5,0,7.21,3.35,72,2
149,260,7,0,6.59,3.69,72,2
150,270,8,0,6.68,3.32,73,2
151,280,12,1,8.2,6.64,73,2
152,290,10,0,7.97,4.66,73,2
153,300,7,0,8.99,5.91,73,2
154,310,3,0,6.04,4.13,73,2
155,320,6,0,9.44,4.17,71,2
156,330,4,0,8.2,3.12,71,2
157,340,16,1,9.79,5.34,71,2
158,350,13,0,10.94,4.07,71,2
159,360,6,0,7.34,4.41,71,2
160,370,9,3,7.56,3.31,73,2
161,380,5,0,6.41,4.05,73,2
162,390,6,0,6.97,4.15,73,2
163,400,7,0,10.94,4.62,73,2
164,410,4,0,14.48,4.81,73,2
165,420,6,0,8.79,3.79,74,2
166,430,9,1,11.64,4.49,74,2
167,440,13,0,8.96,4.89,74,2
168,450,19,0,12.12,5.4,74,2
169,460,7,0,8.66,3.45,74,2
170,470,12,1,12.39,5.35,76,2
171,480,9,1,8.85,6.37,69,2
172,490,3,0,8.53,5.64,71,2
173,500,6,0,8.81,2.95,73,2
174,510,7,0,10.78,3.26,68,2
175,520,8,0,7.27,3.77,76,2
176,530,7,0,7.74,3.39,67,2
177,540,4,0,6.4,3.11,76,2
178,550,5,0,8.02,3.9,76,2
179,560,4,0,7.39,3.94,73,2
180,570,7,0,8.01,3.7,72,2
181,580,10,0,9.1,4.47,73,2
182,590,10,1,8.89,5.14,70,2
183,600,4,0,12.94,5.53,69,2
184,610,3,0,4.98,3.58,70,2
185,620,3,0,10.55,4.55,76,2
186,630,3,0,7.62,5.21,71,2
187,640,9,0,9.12,4.62,73,2
