,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN,label
0,10,2,0,3.06,3.71,74,1
1,20,2,0,4.61,3.74,74,1
2,30,15,0,7.76,5.6,74,1
3,40,11,0,10.1,3.43,74,1
4,50,2,0,4.02,5.0,74,1
5,60,3,0,5.75,4.17,74,1
6,70,5,0,2.53,3.52,74,1
7,80,5,0,2.68,3.08,74,1
8,90,2,0,2.6,3.46,74,1
9,100,5,0,3.02,3.56,74,1
10,110,3,0,3.2,1.52,74,1
11,120,5,0,3.12,2.14,74,1
12,130,5,0,3.56,3.74,74,1
13,140,5,0,2.71,2.27,74,1
14,150,14,0,2.69,1.64,74,1
15,160,11,0,3.01,2.36,74,1
16,170,4,0,4.77,4.74,74,1
17,180,6,0,3.63,3.67,74,1
18,190,4,0,2.38,2.86,74,1
19,200,3,0,2.4,2.65,74,1
20,210,4,0,3.46,4.04,75,1
21,220,7,0,2.94,1.83,75,1
22,230,7,0,2.86,2.35,75,1
23,240,5,0,4.49,7.02,75,1
24,250,5,0,2.61,3.39,75,1
25,260,6,0,3.14,3.12,73,1
26,270,6,0,2.69,2.87,73,1
27,280,11,0,3.33,3.1,73,1
28,290,0,0,2.93,3.4,73,1
29,300,6,0,5.44,4.35,73,1
30,310,5,0,4.14,3.89,75,1
31,320,11,0,6.38,6.62,75,1
32,330,3,0,3.89,4.48,75,1
33,340,10,0,2.97,2.75,75,1
34,350,1,0,3.34,3.37,75,1
35,360,7,0,2.78,2.75,74,1
36,370,5,0,3.4,4.81,74,1
37,380,6,0,3.47,5.28,74,1
38,390,5,0,2.64,2.12,74,1
39,400,9,0,2.65,2.99,74,1
40,410,7,0,3.01,2.14,74,1
41,420,11,0,3.0,2.38,74,1
42,430,5,0,4.86,6.15,74,1
43,440,13,0,4.15,6.97,74,1
44,450,5,0,3.71,3.57,74,1
45,460,6,0,3.95,3.87,71,1
46,470,4,0,3.03,5.22,71,1
47,480,7,0,4.79,4.89,71,1
48,490,9,0,4.13,3.44,71,1
49,500,2,0,4.75,4.28,71,1
50,510,8,0,5.31,6.67,72,1
51,520,6,0,3.78,2.74,72,1
52,530,13,0,5.54,6.88,72,1
53,540,7,0,4.61,6.55,72,1
54,550,3,0,4.69,3.41,72,1
55,560,1,0,4.52,3.95,74,1
56,570,8,0,5.0,4.66,74,1
57,580,10,0,5.43,5.65,74,1
58,590,11,0,2.81,4.95,74,1
59,600,6,0,2.82,3.66,74,1
60,10,6,0,4.94,5.59,76,1
61,20,7,0,3.61,3.44,76,1
62,30,5,0,3.63,4.66,76,1
63,40,6,0,4.47,3.8,76,1
64,50,7,0,5.67,5.31,76,1
65,60,0,0,3.15,4.19,72,1
66,70,0,0,4.47,4.12,72,1
67,80,3,0,3.3,4.28,72,1
68,90,6,0,3.35,4.28,72,1
69,100,2,0,2.97,4.35,72,1
70,110,0,0,2.97,2.15,71,1
71,120,0,0,3.13,2.07,71,1
72,130,5,0,4.24,5.87,71,1
73,140,5,0,3.04,4.43,71,1
74,150,4,0,2.71,3.51,71,1
75,160,3,0,3.19,4.46,73,1
76,170,3,0,4.07,4.73,73,1
77,180,4,0,3.95,6.74,73,1
78,190,3,0,3.23,4.97,73,1
79,200,3,0,3.0,3.5,73,1
80,210,2,0,3.12,4.64,73,1
81,220,2,0,2.78,4.19,73,1
82,230,2,0,3.23,5.23,73,1
83,240,2,0,3.45,3.32,73,1
84,250,4,0,3.89,5.43,73,1
85,260,5,0,2.89,4.92,72,1
86,270,3,0,2.99,3.66,72,1
87,280,2,0,2.78,4.56,72,1
88,290,4,0,2.67,3.33,72,1
89,300,6,0,4.31,5.52,72,1
90,310,3,0,3.82,5.19,72,1
91,320,6,0,4.29,5.92,72,1
92,330,5,0,3.04,4.28,72,1
93,340,5,0,3.12,5.18,72,1
94,350,2,0,2.94,3.84,72,1
95,360,2,0,2.86,3.39,75,1
96,370,3,0,3.09,3.91,75,1
97,380,1,0,2.82,3.3,75,1
98,390,1,0,3.05,3.57,75,1
99,400,1,0,3.72,6.14,75,1
100,410,0,0,3.14,4.4,72,1
101,420,1,0,2.96,4.89,72,1
102,430,2,0,3.78,4.61,72,1
103,440,4,0,5.48,4.08,72,1
104,450,7,0,6.24,8.04,72,1
105,460,1,0,2.76,2.44,74,1
106,470,0,0,2.68,2.74,74,1
107,480,1,0,2.92,2.73,74,1
108,490,0,0,2.93,2.63,74,1
