,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN,label
0,10,5,0,6.91,5.08,70,1
1,20,0,0,6.75,2.32,70,1
2,30,0,0,4.2,2.7,70,1
3,40,1,0,4.91,2.8,70,1
4,50,2,0,6.25,3.72,70,1
5,60,2,0,7.34,4.23,69,1
6,70,0,0,5.41,2.48,69,1
7,80,1,0,8.53,4.51,69,1
8,90,1,0,7.31,4.53,69,1
9,100,1,0,5.49,5.47,69,1
10,110,0,0,10.2,4.69,66,1
11,120,1,0,4.09,3.25,66,1
12,130,0,0,5.74,2.59,66,1
13,140,6,0,5.34,6.32,66,1
14,150,0,0,5.77,4.72,66,1
15,160,0,0,5.02,5.09,68,1
16,170,2,0,5.45,4.3,68,1
17,180,0,0,4.43,2.14,68,1
18,190,0,0,6.53,3.22,68,1
19,200,1,0,6.97,7.23,68,1
20,210,2,0,7.42,4.13,68,1
21,220,0,0,7.76,3.63,68,1
22,230,1,0,6.18,5.29,68,1
23,240,1,0,6.82,5.68,68,1
24,250,2,0,6.13,5.97,68,1
25,260,3,0,7.36,4.76,68,1
26,270,4,0,8.43,4.46,68,1
27,280,0,0,8.25,5.27,68,1
28,290,3,0,8.48,6.47,68,1
29,300,2,0,8.82,2.93,68,1
30,310,3,0,6.26,3.29,70,1
31,320,4,0,5.4,2.69,70,1
32,330,0,0,6.2,3.47,70,1
33,340,2,0,6.81,6.27,70,1
34,350,2,0,6.74,4.59,70,1
35,360,10,0,7.37,7.59,68,1
36,370,2,0,8.64,3.49,68,1
37,380,2,0,6.97,3.03,68,1
38,390,2,0,6.88,4.67,68,1
39,400,0,0,6.56,2.92,68,1
40,410,2,0,6.52,3.24,69,1
41,420,0,0,5.06,7.83,69,1
42,430,1,0,6.92,5.98,69,1
43,440,1,0,4.98,8.07,69,1
44,450,2,0,5.54,4.92,69,1
45,460,6,0,9.11,5.81,70,1
46,470,5,0,4.85,6.4,70,1
47,480,1,0,4.5,6.46,70,1
48,490,3,0,5.42,4.66,70,1
49,500,1,0,5.15,6.29,70,1
50,510,4,0,6.11,7.66,68,1
51,520,2,0,4.15,3.2,68,1
52,530,1,0,9.14,5.95,68,1
53,540,0,0,8.28,6.31,68,1
54,550,3,0,5.11,3.76,68,1
55,560,1,0,4.72,6.1,68,1
56,570,4,0,5.99,7.89,68,1
57,580,3,0,6.54,8.32,68,1
58,590,1,0,4.61,7.59,68,1
59,600,1,0,5.05,7.88,68,1
60,610,1,0,6.04,8.38,67,1
61,620,1,0,4.19,4.02,67,1
62,630,4,0,6.14,9.2,67,1
63,640,1,0,5.27,3.24,67,1
64,650,3,0,3.66,4.66,67,1
65,660,5,0,4.28,4.75,67,1
66,670,9,0,6.15,4.87,67,1
67,680,4,0,4.53,6.49,67,1
68,690,1,0,5.88,7.2,67,1
69,700,0,0,7.4,7.34,67,1
70,710,2,0,6.5,5.1,68,1
71,720,2,0,6.04,4.44,68,1
72,730,1,0,4.9,6.83,68,1
73,740,4,0,5.43,9.7,68,1
74,750,5,0,3.89,3.86,68,1
75,760,0,0,5.32,4.24,68,1
76,770,6,0,6.96,7.02,68,1
77,780,5,0,4.92,6.99,68,1
78,790,1,0,5.94,9.65,68,1
79,800,1,0,6.71,9.12,68,1
80,810,4,0,5.4,7.02,67,1
81,820,6,0,6.37,10.41,67,1
82,830,2,0,4.43,5.31,67,1
83,840,9,0,4.91,6.57,67,1
84,850,0,0,4.83,6.22,67,1
85,860,0,0,5.87,3.25,66,1
86,870,4,0,5.0,5.78,66,1
87,880,0,0,4.69,7.09,66,1
88,890,4,0,4.97,8.46,66,1
89,10,1,0,4.56,2.85,66,1
90,20,3,0,5.54,6.81,69,1
91,30,5,0,4.01,3.84,69,1
92,40,2,0,6.03,6.54,69,1
93,50,5,0,4.28,4.48,69,1
94,60,3,0,4.22,7.42,69,1
95,70,3,0,4.87,6.75,69,1
96,80,3,0,4.66,7.03,69,1
97,90,0,0,5.32,3.63,69,1
98,100,0,0,4.92,5.68,69,1
99,110,0,0,4.5,2.53,69,1
100,120,1,0,5.09,8.24,70,1
101,130,7,0,5.31,6.46,70,1
102,140,0,0,5.23,7.67,70,1
103,150,6,0,5.63,5.96,70,1
104,160,0,0,5.58,6.18,70,1
105,170,2,0,6.21,6.83,68,1
106,180,0,0,5.47,6.44,68,1
107,190,3,0,3.93,4.47,68,1
108,200,2,0,6.19,7.88,68,1
109,210,0,0,4.2,7.0,68,1
110,220,4,0,4.45,6.12,68,1
111,230,2,0,4.86,8.33,68,1
112,240,1,0,4.44,2.92,68,1
113,250,1,0,4.8,4.94,68,1
114,260,0,0,5.17,5.79,68,1
