,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN,label
0,10,2,0,7.53,4.62,72,2
1,20,3,0,6.75,6.43,72,2
2,30,3,0,5.67,5.5,72,2
3,40,3,0,7.66,5.89,72,2
4,50,5,0,5.89,4.15,72,2
5,60,3,0,8.27,6.38,71,2
6,70,4,0,5.89,4.88,71,2
7,80,3,0,5.71,4.53,71,2
8,90,0,0,7.53,4.37,71,2
9,100,2,0,4.14,4.2,71,2
10,110,3,0,6.14,4.68,71,2
11,120,4,0,6.12,3.99,71,2
12,130,3,0,3.88,4.09,71,2
13,140,2,0,6.03,5.23,71,2
14,150,3,0,4.17,3.7,71,2
15,160,1,0,3.88,2.58,71,2
16,170,2,1,7.68,5.56,71,2
17,180,4,0,8.21,7.27,71,2
18,190,4,0,4.75,3.81,71,2
19,200,7,0,6.51,3.24,71,2
20,210,7,0,5.75,3.26,72,2
21,220,4,0,8.02,5.26,72,2
22,230,4,0,7.3,6.85,72,2
23,240,3,0,5.15,5.47,72,2
24,250,7,0,6.38,3.39,72,2
25,260,2,0,8.24,7.4,73,2
26,270,3,0,5.95,2.71,73,2
27,280,5,0,9.26,7.36,73,2
28,290,4,0,4.29,3.15,73,2
29,300,2,0,7.95,6.27,73,2
30,310,1,0,6.51,4.97,72,2
31,320,3,0,4.92,7.36,72,2
32,330,3,0,5.51,4.01,72,2
33,340,3,0,4.9,3.49,72,2
34,350,5,0,10.76,8.09,72,2
35,360,5,0,10.35,8.34,71,2
36,370,3,0,8.52,6.44,71,2
37,380,3,0,8.21,8.17,71,2
38,390,3,0,7.05,6.43,71,2
39,400,4,0,5.26,6.44,71,2
40,410,3,0,4.13,4.05,70,2
41,420,5,0,5.45,4.14,70,2
42,430,5,0,8.11,4.99,70,2
43,440,2,0,8.02,7.74,70,2
44,450,2,0,4.84,6.36,70,2
45,460,6,0,5.67,10.04,74,2
46,470,5,0,6.54,6.59,74,2
47,480,4,0,4.45,4.44,74,2
48,490,1,0,4.07,3.32,74,2
49,500,3,0,5.91,4.6,74,2
50,510,6,0,5.74,4.27,74,2
51,520,6,0,6.1,6.96,74,2
52,530,6,0,7.9,7.69,74,2
53,540,1,0,5.02,4.11,74,2
54,550,1,0,4.94,6.99,74,2
55,560,8,0,5.36,4.24,72,2
56,570,5,0,4.59,2.99,72,2
57,580,5,0,5.48,4.25,72,2
58,590,5,0,6.53,4.99,72,2
59,600,3,0,3.7,4.93,72,2
60,610,5,0,7.08,9.43,69,2
61,620,2,0,6.15,6.46,69,2
62,630,6,0,5.47,4.42,69,2
63,640,4,1,3.95,4.6,69,2
64,650,5,0,4.72,3.32,69,2
65,10,2,0,4.62,4.03,73,2
66,20,3,0,5.69,7.12,73,2
67,30,2,0,7.09,8.23,73,2
68,40,4,0,3.7,4.96,73,2
69,50,7,0,5.45,4.99,73,2
70,60,15,0,5.49,5.46,70,2
71,70,8,0,7.21,5.85,70,2
72,80,4,0,7.52,4.45,70,2
73,90,4,0,4.91,4.71,70,2
74,100,4,1,5.01,4.18,70,2
75,110,4,0,4.92,4.06,71,2
76,120,0,0,3.13,2.68,71,2
77,130,0,0,4.31,3.3,71,2
78,140,10,0,7.7,6.81,71,2
79,150,7,0,5.22,5.8,71,2
