,Time_Second,Blink_Count,Yawn_Count,Gaze_X,Gaze_Y,BPM RAYAN,label
0,10,5,0,9.6,11.27,79,2
1,20,6,0,8.13,8.09,79,2
2,30,7,0,9.5,6.95,79,2
3,40,3,0,8.98,5.3,79,2
4,50,4,0,7.59,5.42,79,2
5,60,0,0,6.66,2.01,79,2
6,70,5,0,9.14,6.5,79,2
7,80,4,0,7.69,5.46,79,2
8,90,7,0,10.01,5.75,79,2
9,100,2,0,4.97,2.99,79,2
10,110,3,0,10.25,4.85,79,2
11,120,10,0,10.57,6.22,79,2
12,130,6,0,7.09,6.78,79,2
13,140,6,0,9.75,8.08,79,2
14,150,7,1,8.58,11.74,79,2
15,160,15,0,9.49,4.09,79,2
16,170,8,0,7.5,5.72,79,2
17,180,8,0,9.74,4.85,79,2
18,190,6,0,12.34,6.64,79,2
19,200,6,0,11.22,5.03,79,2
20,210,7,0,12.68,7.06,79,2
21,220,21,0,5.71,6.7,79,2
22,230,14,0,8.63,6.94,79,2
23,240,2,0,3.97,3.71,79,2
24,250,1,0,4.62,3.25,79,2
25,260,2,0,3.63,3.82,79,2
26,270,4,0,12.45,5.07,79,2
27,280,9,0,6.48,5.01,79,2
28,290,8,1,9.42,7.52,79,2
29,300,8,0,8.98,7.72,79,2
30,310,6,0,10.81,7.27,79,2
31,320,10,0,12.53,9.66,79,2
32,330,13,0,9.86,7.84,79,2
33,340,3,0,6.78,4.7,79,2
34,350,5,0,13.49,5.96,79,2
35,360,16,0,11.93,9.54,79,2
36,370,8,0,6.1,6.41,79,2
37,380,5,0,7.59,5.98,79,2
38,390,9,0,8.42,8.43,79,2
39,400,2,0,6.7,5.01,79,2
40,410,1,0,4.84,2.82,78,2
41,420,10,0,3.15,2.25,78,2
42,430,10,0,7.35,5.23,78,2
43,440,2,0,12.82,7.74,78,2
44,450,1,0,3.61,1.79,78,2
45,460,3,0,5.62,7.31,79,2
46,470,1,0,3.62,2.37,79,2
47,480,4,0,3.6,4.71,79,2
48,490,3,0,10.93,3.32,79,2
49,500,8,0,5.74,5.13,79,2
50,510,7,0,6.39,3.17,79,2
51,520,11,0,8.41,6.21,79,2
52,530,6,0,9.86,6.97,79,2
53,540,10,0,5.65,4.77,79,2
54,550,10,0,4.78,4.24,79,2
55,560,12,0,10.15,7.34,80,2
56,570,2,0,10.18,4.91,80,2
57,580,7,0,4.16,3.73,80,2
58,590,3,0,7.6,4.82,80,2
59,600,13,0,8.23,7.47,80,2
60,610,7,0,8.49,6.17,80,2
61,620,15,0,10.88,7.0,80,2
62,630,2,0,5.7,4.58,80,2
63,640,11,0,8.2,7.48,80,2
64,650,25,0,5.71,6.19,80,2
65,10,5,0,7.19,5.9,79,2
66,20,5,0,11.69,7.51,79,2
67,30,1,0,4.11,3.52,79,2
68,40,2,0,6.32,6.44,79,2
69,50,2,0,8.46,5.57,79,2
70,60,5,0,9.42,8.85,79,2
71,70,4,0,6.21,6.93,79,2
72,80,2,0,10.77,5.87,79,2
73,90,1,0,3.32,4.53,79,2
74,100,2,0,9.68,9.46,79,2
75,110,4,0,8.97,6.62,80,2
76,120,2,0,4.49,3.19,80,2
77,130,8,1,6.41,8.29,80,2
78,140,3,0,8.37,5.54,80,2
79,150,2,0,5.06,2.12,80,2
80,160,0,0,3.78,2.04,79,2
81,170,5,0,5.25,8.45,79,2
82,180,6,0,5.4,6.67,79,2
83,190,1,0,8.11,8.28,79,2
84,200,5,0,9.26,7.21,79,2
85,210,5,0,9.57,8.01,79,2
86,220,1,0,5.57,3.03,79,2
87,230,5,0,6.59,5.44,79,2
88,240,4,0,6.79,6.36,79,2
89,250,3,0,7.69,7.26,79,2
90,260,4,0,6.98,7.37,80,2
91,270,4,0,6.97,6.79,80,2
92,280,4,0,8.92,6.61,80,2
93,290,1,0,4.99,3.06,80,2
94,300,4,0,10.01,5.33,80,2
95,310,5,0,8.38,9.66,79,2
96,320,3,0,3.67,3.14,79,2
97,330,0,0,6.18,2.06,79,2
98,340,6,0,9.05,8.87,79,2
99,350,5,0,6.68,6.47,79,2
100,360,0,0,4.89,2.05,79,2
101,370,2,0,3.47,3.89,79,2
102,380,7,0,8.45,7.7,79,2
103,390,6,0,8.16,7.08,79,2
104,400,6,0,7.23,6.02,79,2
105,410,4,0,4.45,5.27,80,2
106,420,2,0,10.04,8.07,80,2
107,430,6,0,8.39,8.69,80,2
108,440,3,0,10.84,5.6,80,2
109,450,2,0,10.14,4.45,80,2
110,460,3,0,5.93,5.97,79,2
111,470,4,0,7.36,5.77,79,2
112,480,7,0,11.82,8.95,79,2
113,490,3,0,7.93,5.41,79,2
114,500,3,0,10.45,7.69,79,2
115,510,0,0,6.4,3.68,80,2
116,520,3,0,5.4,6.71,80,2
117,530,4,0,8.6,7.06,80,2
118,540,2,0,5.96,7.03,80,2
119,550,3,0,4.46,4.68,80,2
